,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Years_Since_Join,Total_Amnt_Spend,No_of_Childrens,Is_Parent,Memebers_In_Family,Total_Purchase,labels
1124,2,1,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,70,12,330,1,1,3,21,0
1125,2,0,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,62,12,384,2,1,3,28,2
1126,2,0,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,58,12,1722,2,1,3,26,2
1127,2,0,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,47,10,78,3,1,5,10,2
1128,1,0,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,39,11,24,0,0,1,8,1
1129,0,0,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,72,11,1168,0,0,1,29,1
1130,3,1,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,73,11,957,1,1,3,24,0
1131,2,0,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,57,11,15,2,1,3,11,2
1132,2,1,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,46,10,57,1,1,3,10,0
1133,2,0,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,48,12,1956,1,1,3,27,1
1134,2,0,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,1,39,11,2013,0,0,1,25,1
1135,0,0,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,50,10,326,1,1,3,20,2
1136,4,1,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,56,12,77,2,1,4,18,0
1137,4,0,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,62,11,1313,0,0,1,21,1
1139,2,1,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,63,11,315,1,1,3,21,0
1141,2,1,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,35,11,74,1,1,3,12,0
1142,0,0,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,46,10,46,1,1,2,13,2
1143,4,0,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,62,11,86,1,1,2,15,2
1144,2,0,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,79,11,1103,0,0,1,28,1
1145,3,0,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,50,10,61,1,1,3,15,2
1146,2,0,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,43,11,145,1,1,3,15,2
1147,2,0,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,68,12,684,2,1,4,39,2
1148,4,1,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,70,11,411,1,1,3,24,0
1149,2,0,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,1,38,12,27,1,1,2,13,2
1150,4,0,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,81,11,1060,0,0,1,33,1
1151,2,0,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,60,12,1459,1,1,3,30,1
1152,2,1,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,45,12,18,1,1,3,12,0
1153,2,0,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,50,12,1833,0,0,2,28,1
1154,3,1,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,64,10,237,1,1,3,13,0
1155,4,0,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,61,10,48,2,1,3,17,2
1156,2,1,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,48,11,515,2,1,4,33,0
1157,2,0,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,50,12,1020,0,0,2,19,1
1158,2,1,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,63,10,1370,0,0,2,12,3
1159,2,1,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,73,11,1026,1,1,3,30,0
1160,2,1,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,59,10,301,1,1,3,17,0
1162,2,1,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,59,12,499,1,1,3,24,0
1163,2,0,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,30,12,1004,0,0,2,23,1
1164,4,1,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,50,11,218,1,1,3,19,0
1165,2,1,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,52,11,606,1,1,3,26,0
1166,0,1,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,56,11,75,1,1,3,9,0
1167,2,0,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,56,12,106,3,1,5,17,2
1168,2,1,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,76,11,990,0,0,2,19,3
1169,2,0,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,55,10,1097,0,0,1,17,1
1170,1,1,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,28,10,16,0,0,2,9,3
1172,4,1,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,34,12,1711,0,0,2,21,3
1173,3,1,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,67,10,438,2,1,4,24,0
1174,1,0,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,45,11,75,1,1,3,15,2
1175,3,1,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,64,11,225,1,1,3,18,0
1176,3,1,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,72,12,18,2,1,4,12,0
1177,2,1,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,43,11,470,1,1,3,20,0
1178,2,0,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,43,11,91,2,1,3,14,2
1179,3,0,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,33,10,2525,0,0,1,19,1
1180,2,0,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,74,11,504,1,1,3,26,2
1181,2,1,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,67,11,235,1,1,3,17,0
1182,4,0,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,63,11,1232,1,1,2,28,2
1183,1,0,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,66,11,88,2,1,3,17,2
1184,2,0,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,53,10,17,1,1,2,11,2
1185,2,0,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,39,11,24,1,1,2,10,2
1186,2,1,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,59,11,60,2,1,4,11,0
1187,4,0,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,72,11,1020,1,1,2,30,2
1188,4,0,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,62,12,155,1,1,3,18,2
1189,0,1,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,50,10,51,2,1,4,10,0
1190,3,0,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,54,12,1812,0,0,1,19,1
1191,3,0,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,55,12,1461,1,1,2,29,2
1192,2,0,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,64,10,96,1,1,2,10,2
1193,2,0,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,72,10,160,1,1,2,14,2
1194,3,1,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,55,11,139,2,1,4,16,0
1197,3,1,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,55,11,1161,1,1,3,27,0
1198,4,1,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,52,10,988,0,0,2,15,3
1199,0,0,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,63,12,1072,1,1,2,32,1
1200,2,1,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,47,11,174,2,1,4,16,0
1201,2,1,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,65,11,758,1,1,3,29,0
1202,3,1,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,66,11,195,1,1,3,15,0
1204,3,0,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,67,11,1084,0,0,2,18,1
1205,3,1,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,68,11,685,1,1,3,30,0
1207,2,1,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,34,11,43,0,0,2,13,3
1208,4,0,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,67,10,49,2,1,4,10,2
1209,2,0,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,59,11,133,1,1,3,16,2
1210,2,0,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,67,11,363,1,1,3,22,2
1211,2,0,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,69,11,545,1,1,3,19,2
1212,2,0,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,52,11,1065,1,1,3,35,2
1213,2,0,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,55,11,2047,0,0,2,24,1
1214,2,1,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,52,12,296,2,1,4,21,0
1215,2,0,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,49,11,140,2,1,3,17,2
1216,2,0,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,59,11,530,1,1,2,20,2
1217,4,0,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,61,12,152,2,1,4,22,2
1219,2,0,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,61,11,114,1,1,2,15,2
1220,1,0,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,38,12,101,1,1,2,18,2
1221,2,1,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,51,11,25,1,1,3,12,0
1222,0,0,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,67,11,789,0,0,1,26,1
1223,2,1,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,43,11,87,2,1,4,15,0
1224,4,0,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,66,11,90,2,1,3,16,2
1225,4,1,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,65,11,1215,1,1,3,23,0
1226,4,0,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,69,11,811,0,0,1,28,1
1227,2,1,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,38,12,61,1,1,3,12,0
1228,3,1,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,49,11,405,1,1,3,22,0
1229,3,1,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,69,10,72,2,1,4,16,0
1230,2,0,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,53,11,189,2,1,3,22,2
1231,4,0,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,38,11,40,1,1,3,10,2
1232,2,0,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,46,10,63,1,1,2,14,2
1233,2,0,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,41,11,52,1,1,3,15,2
1234,4,0,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,48,10,39,1,1,3,11,2
1235,2,1,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,53,10,805,1,1,3,31,0
1236,3,0,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,68,10,130,1,1,3,11,2
1237,2,0,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,52,11,1631,0,0,2,26,1
1239,2,0,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,72,11,152,2,1,3,18,2
1240,1,0,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,40,10,21,1,1,2,12,2
1241,4,1,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,57,11,71,3,1,5,11,0
1242,2,0,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,62,10,899,1,1,2,24,2
1243,3,0,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,77,10,711,0,0,2,11,1
1244,4,0,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,46,12,351,1,1,3,24,2
1245,2,0,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,53,10,8,0,0,1,35,2
1246,1,0,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,32,12,119,1,1,2,20,2
1247,2,0,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,56,11,21,2,1,4,9,2
1248,4,0,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,51,10,10,1,1,3,12,2
1249,2,1,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,49,10,973,1,1,3,33,0
1250,4,1,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,59,11,1536,0,0,2,16,3
1251,2,1,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,72,11,992,2,1,4,32,0
1252,4,1,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,1,57,11,1529,1,1,3,40,3
1253,2,1,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,52,11,860,1,1,3,21,0
1255,4,1,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,54,12,418,2,1,4,25,0
1256,0,1,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,69,12,587,1,1,3,22,0
1257,2,1,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,49,10,641,1,1,3,21,0
1258,2,1,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,48,10,23,2,1,4,10,0
1259,2,0,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,55,11,2279,0,0,2,25,1
1261,4,0,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,1,41,11,1779,0,0,1,19,1
1262,3,0,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,42,11,1804,0,0,2,30,1
1263,2,1,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,64,11,48,2,1,4,16,0
1264,2,0,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,72,10,83,2,1,3,14,2
1266,4,1,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,61,12,793,2,1,4,37,0
1267,2,0,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,54,11,84,1,1,3,16,2
1268,4,1,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,76,11,183,1,1,3,16,0
1269,0,0,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,66,10,1383,0,0,1,21,1
1270,2,1,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,80,10,999,0,0,2,20,3
1271,3,0,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,61,11,825,1,1,2,27,2
1272,2,0,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,52,12,246,1,1,2,22,2
1273,3,1,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,58,11,610,2,1,4,33,0
1274,3,0,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,56,12,76,1,1,2,17,2
1275,2,1,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,53,11,1286,1,1,3,30,0
1276,3,1,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,49,11,30,1,1,3,10,0
1277,2,1,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,60,11,99,3,1,5,15,0
1278,2,0,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,46,12,1192,0,0,1,25,1
1279,2,1,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,49,11,362,1,1,3,23,0
1280,2,0,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,41,12,2130,0,0,2,21,1
1281,0,0,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1,53,12,1229,0,0,1,35,1
1282,4,1,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,67,12,38,2,1,4,15,0
1283,3,0,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,73,11,485,0,0,2,25,1
1284,1,1,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,73,12,434,0,0,2,20,3
1285,2,0,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,54,11,44,1,1,2,12,2
1286,4,1,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,52,12,496,1,1,3,25,0
1287,0,1,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,55,11,78,2,1,4,11,0
1288,3,1,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,52,11,2346,0,0,2,25,3
1289,2,1,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,53,12,794,0,0,2,27,3
1290,2,1,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,68,11,17,0,0,2,11,3
1292,0,1,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,51,10,76,1,1,3,13,0
1293,4,0,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,47,11,15,2,1,3,11,2
1294,4,0,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,61,10,62,2,1,3,11,2
1295,3,0,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,70,10,198,1,1,3,12,2
1296,4,0,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,46,11,49,1,1,3,14,2
1297,2,0,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,58,11,802,1,1,3,30,2
1298,2,1,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,78,10,1736,0,0,2,16,3
1299,2,0,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,46,12,57,2,1,3,16,2
1300,3,0,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,53,11,59,1,1,3,3,2
1302,0,1,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,39,10,37,0,0,2,13,3
1303,2,0,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,54,11,310,2,1,3,25,2
1304,2,1,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,45,12,1305,0,0,2,22,3
1305,2,0,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,58,11,832,1,1,3,33,2
1306,2,0,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,48,11,401,2,1,4,27,2
1307,4,1,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,59,10,1501,0,0,2,25,3
1308,2,1,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,42,10,1189,0,0,2,34,3
1309,2,0,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,52,11,1194,1,1,3,38,2
1310,4,1,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,64,10,656,1,1,3,25,0
1311,3,0,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,68,12,1540,0,0,1,27,1
1312,3,0,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,59,11,311,1,1,3,22,2
1313,0,0,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,69,11,820,1,1,3,28,2
1314,0,1,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,35,10,274,1,1,3,18,0
1315,4,0,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,62,11,57,2,1,3,18,2
1316,2,0,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,59,11,448,1,1,3,21,2
1317,0,1,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,51,10,44,2,1,4,12,0
1319,2,0,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,40,10,61,1,1,3,9,2
1320,3,1,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,64,11,1643,0,0,2,30,3
1321,3,0,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,66,11,397,1,1,3,21,2
1322,2,0,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,56,10,1121,1,1,3,27,2
1323,2,0,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,47,12,473,2,1,3,25,2
1324,1,1,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,50,10,50,1,1,3,16,0
1325,3,1,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,62,11,1678,1,1,3,35,3
1326,2,1,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,42,10,58,0,0,2,14,3
1327,4,1,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,49,11,170,1,1,3,14,0
1328,3,0,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,42,11,373,0,0,1,19,1
1329,4,0,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,79,11,1196,0,0,2,21,1
1330,2,1,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,45,10,101,1,1,3,15,0
1331,2,1,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,55,12,316,2,1,4,26,0
1332,2,1,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,62,11,1400,1,1,3,25,3
1333,2,0,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,76,11,1424,0,0,1,28,1
1334,3,1,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,46,12,844,1,1,3,29,0
1335,2,1,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,49,11,311,1,1,3,18,0
1336,2,0,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,42,11,1149,0,0,2,18,1
1337,3,1,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,41,10,129,0,0,2,14,3
1338,2,0,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,72,11,32,1,1,2,11,2
1339,2,0,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,42,12,299,1,1,2,23,2
1340,2,0,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,62,10,320,1,1,3,19,2
1341,3,1,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,47,12,441,1,1,3,21,0
1342,3,1,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,1,75,12,1178,2,1,4,36,0
1343,2,1,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,34,11,85,0,0,2,12,3
1344,1,0,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,42,11,24,1,1,2,13,2
1346,0,1,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,65,11,30,1,1,3,11,0
1348,2,0,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,48,11,800,1,1,3,30,2
1350,4,0,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,68,11,1483,0,0,2,25,1
1351,2,0,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,31,11,1258,0,0,1,19,1
1352,2,0,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,37,12,28,1,1,3,12,2
1353,2,1,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,59,10,227,1,1,3,15,0
1354,2,1,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,42,12,1555,0,0,2,24,3
1355,2,0,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,62,11,861,1,1,2,28,1
1356,2,1,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,46,11,103,1,1,3,16,0
